Parent ID,Parent Cycle,Child ID,Child Cycle
2020_710_01_0006_372_S4,2022,2020_710_01_0006_372_S4,2023
2020_710_04_0002_332,2022,2020_710_04_0002_332,2023
2007_HCA_21_0016_118,2022,2007_HCA_21_0016_118,2023
2014_HCA_27_0096_204_L,2022,2014_HCA_27_0096_204_L,2023
2003_HCA_21_0092_118,2022,2003_HCA_21_0092_118,2023
2020_710_09_0004_379_S2,2022,2020_710_09_0004_379_S2,2023
2020_710_09_0004_379_S2,2022,2020_710_09_0004_379_S4,2023
2020_710_09_0004_379_S2,2022,2020_710_09_0004_379_S3,2023
2020_710_01_0007_370_S1,2022,2020_710_01_0007_370_S1,2023
2014_HCA_26_0060_239,2022,2014_HCA_26_0060_239,2023
2020_710_27_0002_205,2022,2020_710_27_0002_205,2023
2020_710_27_0001_205_S2,2022,2020_710_27_0001_205_S2,2023
2020_710_23_0002_70,2022,2020_710_23_0002_70,2023
2003_HCA_23_0028_5,2022,2003_HCA_23_0028_5,2023
2020_710_31_0066_208_S,2022,2020_710_31_0066_208_S,2023
2021_710_31_0007_214,2022,2021_710_31_0007_214,2023
2003_HCA_07_0096_378,2022,2003_HCA_07_0091_378,2023
2003_HCA_07_0096_378,2022,2003_HCA_07_0095_378,2023
2003_HCA_25_0025_232,2022,2003_HCA_25_0025_232,2023
2021_710_23_0003_1_L,2022,2021_710_23_0003_1_L,2023
2020_HCA_23_0161_2_L4,2022,2020_HCA_23_0161_2_L4,2023
2020_710_23_0009_5,2022,2020_710_23_0009_5,2023
2020_710_25_0007_5_L1,2022,2020_710_25_0007_5_L1,2023
2020_710_23_0012_175,2022,2020_710_23_0012_175,2023
2016_HCA_27_0129_424,2022,2016_HCA_27_0129_424,2023
2021_710_25_0002_5,2022,2021_710_25_0002_5,2023
2021_HCA_25_0218_104,2022,2021_HCA_25_0218_104,2023
2020_710_25_0015_94_S,2022,2020_710_25_0015_94_S,2023
2017_HCA_11_0089_423,2022,2017_HCA_11_0089_423,2023
2014_HCA_23_0118_165,2022,2014_HCA_23_0118_165,2023
2016_HCA_31_0253_208,2022,2016_HCA_31_0253_208,2023
2007_HCA_25_0069_67,2022,2007_HCA_25_0069_67,2023
2021_710_21_0002_219,2022,2021_710_21_0002_219,2023
2020_710_31_0050_208,2022,2020_710_31_0050_208,2023
2003_HCA_01_0004_364,2022,2003_HCA_01_0004_364,2023
2011_HCA_07_0062_201,2022,2011_HCA_07_0062_201,2023
2003_HCA_21_0034_129_L,2022,2003_HCA_21_0034_129_L,2023
2003_HCA_27_0079_204,2022,2003_HCA_27_0079_204,2023
2020_HCA_23_0161_2_L1,2022,2020_HCA_23_0161_2_L1,2023
2020_710_01_0003_258_S2,2022,2020_710_01_0003_258_S2,2023
2020_710_01_0002_372_L3,2022,2020_710_01_0002_372_L3,2023
2020_710_31_0046_208,2022,2020_710_31_0046_208,2023
2020_710_31_0037_208,2022,2020_710_31_0037_208,2023
2014_HCA_21_0123_118,2022,2014_HCA_21_0091_118,2023
2014_HCA_21_0123_118,2022,2014_HCA_21_0090_118,2023
2011_HCA_24_0129_204,2022,2020_HCA_24_0112_204,2023
2011_HCA_24_0129_204,2022,2011_HCA_24_0052_204,2023
2020_710_27_0003_14_L,2022,2020_710_27_0003_14_L,2023
2020_710_01_0006_370_L5,2022,2020_710_01_0006_370_L5,2023
2020_710_26_0002_26,2022,2020_710_26_0028_26,2023
2016_HCA_27_0227_205,2022,2016_HCA_27_0227_205,2023
2020_710_22_0004_434,2022,2020_710_22_0004_434,2023
2003_HCA_31_0001_208,2022,2003_HCA_31_0001_208,2023
2011_HCA_31_0151_208,2022,2011_HCA_31_0151_208,2023
2014_HCA_26_0061_54_S,2022,2014_HCA_26_0061_54_S,2023
2021_HCA_24_0126_139,2022,2021_HCA_24_0126_139,2023
2019_HCA_23_0014_11_S,2022,2019_HCA_23_0014_11_S,2023
2003_HCA_01_0180_369,2022,2003_HCA_01_0149_369,2023
2003_HCA_01_0180_369,2022,2003_HCA_01_0150_369,2023
2003_HCA_01_0180_369,2022,2003_HCA_01_0148_369,2023
2020_710_03_0004_328,2022,2020_710_03_0004_328,2023
2018_HCA_31_0277_208,2022,2018_HCA_31_0277_208,2023
2020_710_03_0002_328_L,2022,2020_710_03_0002_328_L,2023
2003_HCA_01_0022_364,2022,2003_HCA_01_0022_364,2023
2018_HCA_22_0062_1_L,2022,2018_HCA_22_0062_1_L,2023
2018_HCA_22_0025_1_L2,2022,2018_HCA_22_0025_1_L2,2023
2016_HCA_24_0100_9,2022,2016_HCA_24_0100_9,2023
2020_710_01_0001_372_S4,2022,2020_710_01_0001_372_S4,2023
2020_710_21_0003_223,2022,2020_710_21_0003_223,2023
2007_HCA_24_0037_204,2022,2007_HCA_24_0037_204,2023
2009_HCA_07_0045_201_2,2022,2009_HCA_07_0045_201_2,2023
2020_710_17_0002_383,2022,2020_710_17_0013_383,2023
2020_710_01_0007_370_LR2,2022,2020_710_01_0007_370_LR2,2023
2020_HCA_27_0274_74,2022,2020_HCA_27_0274_74,2023
2003_HCA_21_0034_129_L2,2022,2003_HCA_21_0034_129_L2,2023
2020_710_17_0001_301,2022,2020_710_17_0001_301,2023
2021_710_11_0004_451,2022,2021_710_11_0004_451,2023
2020_710_26_0016_204,2022,2020_710_26_0016_204,2023
2020_710_24_0006_204,2022,2020_710_24_0006_204,2023
2020_710_26_0005_204,2022,2020_710_26_0005_204,2023
2021_710_27_0001_66,2022,2021_710_27_0001_66,2023
2020_710_21_0002_221_S2,2022,2020_710_21_0002_221_S2,2023
2007_HCA_23_0051_2,2022,2007_HCA_23_0051_2,2023
2020_710_23_0020_5,2022,2020_710_23_0020_5,2023
2020_710_22_0024_1,2022,2020_710_22_0024_1,2023
2003_HCA_23_0022_87,2022,2003_HCA_23_0022_87,2023
2020_HCA_25_0209_235,2022,2020_HCA_25_0209_235,2023
2015_HCA_27_0007_403_LR,2022,2015_HCA_27_0007_403_LR,2023
2020_710_01_0013_373_S2,2022,2020_710_01_0013_373_S2,2023
2020_710_09_0004_379_S1,2022,2020_710_09_0004_379_S1,2023
2020_710_22_0012_434,2022,2020_710_22_0012_434,2023
2020_710_01_0003_372_L10,2022,2020_710_01_0003_372_L10,2023
2020_710_23_0004_434,2022,2020_710_23_0004_434_1,2023
2020_710_23_0004_434,2022,2020_710_23_0004_434_2,2023
2020_710_24_0003_175,2022,2020_710_24_0003_175,2023
2022_710_03_0001_339_L1,2022,2022_710_03_0001_339_L1,2023
2020_HCA_06_0033_374,2022,2020_HCA_06_0033_374,2023
2020_710_11_0016_294,2022,2020_710_11_0016_294,2023
2015_HCA_26_0078_110,2022,2015_HCA_26_0078_110,2023
2020_710_17_0001_383,2022,2020_710_17_0013_383,2023
2020_HCA_10_0098_290,2022,2020_HCA_10_0098_290,2023
2015_HCA_23_0136_5,2022,2015_HCA_23_0136_5,2023
2020_710_31_0031_208,2022,2020_710_31_0031_208,2023
2020_710_25_0001_5_L,2022,2020_710_25_0001_5_L,2023
2020_710_24_0003_139,2022,2020_710_24_0003_139,2023
2020_710_17_0001_383_S4,2022,2020_710_17_0001_383_S4,2023
2020_710_06_0001_271_LR6,2022,2020_710_06_0001_271_LR6,2023
2020_710_23_0033_5_L,2022,2020_710_23_0033_5_L,2023
2014_HCA_25_0230_94,2022,2021_HCA_25_0071_94,2023
2014_HCA_25_0230_94,2022,2003_HCA_25_0043_94,2023
2014_HCA_25_0230_94,2022,2003_HCA_25_0044_94,2023
2014_HCA_25_0230_94,2022,2014_HCA_25_0145_94,2023
2020_710_01_0014_364_S,2022,2020_710_01_0014_364_S,2023
2019_HCA_27_0272_427,2022,2019_HCA_27_0272_427,2023
2020_710_06_0002_271,2022,2020_710_06_0002_271,2023
2020_710_11_0010_294,2022,2020_710_11_0010_294,2023
2003_HCA_03_0004_328,2022,2003_HCA_03_0004_328,2023
2018_HCA_27_0018_12_S3,2022,2018_HCA_27_0018_12_S3,2023
2020_710_01_0003_372_L11,2022,2020_710_01_0003_372_L11,2023
2020_710_22_0026_1,2022,2020_710_22_0026_1,2023
2021_710_27_0002_400_LR2,2022,2021_710_27_0002_400_LR2,2023
2020_710_01_0002_372_L6,2022,2020_710_01_0002_372_L6,2023
2020_710_31_0055_208,2022,2020_710_31_0055_208,2023
2003_HCA_25_0028_67,2022,2003_HCA_25_0028_67,2023
2020_710_01_0003_373,2022,2020_710_01_0003_373,2023
2020_710_09_0004_379,2022,2020_710_09_0004_379,2023
2020_710_08_0005_346_S1,2022,2020_710_08_0005_346_S1,2023
2020_710_01_0004_369_L13,2022,2020_710_01_0004_369_L13,2023
2020_710_21_0008_129,2022,2020_710_21_0008_129,2023
2020_710_25_0005_5_S1,2022,2020_710_25_0005_5_S1,2023
2020_710_25_0006_5_L6,2022,2020_710_25_0006_5_L6,2023
2007_HCA_02_0002_425_2,2022,2007_HCA_02_0002_425_2,2023
2003_HCA_04_0005_333,2022,2003_HCA_04_0005_333,2023
2014_HCA_25_0037_5_L,2022,2014_HCA_25_0037_5_L,2023
2003_HCA_27_0007_24_2,2022,2003_HCA_27_0007_24_2,2023
2014_HCA_23_0036_5_S,2022,2014_HCA_23_0036_5_S,2023
2007_HCA_02_0001_200_S,2022,2007_HCA_02_0001_200_S,2023
2020_710_09_0006_379,2022,2020_710_09_0006_379,2023
2020_710_24_0004_204,2022,2020_710_24_0004_204,2023
2021_HCA_25_0043_94_L,2022,2021_HCA_25_0043_94_L,2023
2003_HCA_25_0072_94,2022,2003_HCA_25_0072_94,2023
2020_710_04_0006_333_S1,2022,2020_710_04_0006_333_S1,2023
2003_HCA_26_0036_204,2022,2003_HCA_26_0036_204,2023
2020_710_26_0014_243,2022,2020_710_26_0014_243,2023
2020_710_27_0015_427,2022,2020_710_27_0015_427,2023
2020_710_03_0014_328_L,2022,2020_710_03_0014_328_L,2023
2021_710_27_0018_204_LR1,2022,2021_710_27_0018_204_LR1,2023
2018_HCA_31_0260_214,2022,2018_HCA_31_0260_214,2023
2020_710_04_0006_333_S2,2022,2020_710_04_0006_333_S2,2023
2020_710_17_0001_383_S3,2022,2020_710_17_0001_383_S3,2023
2003_HCA_23_0148_5,2022,2003_HCA_23_0148_5,2023
2015_HCA_21_0034_1_S1,2022,2015_HCA_21_0034_1_S1,2023
2020_710_23_0002_87,2022,2020_710_23_0002_87,2023
2020_710_23_0004_5,2022,2020_710_23_0039_5,2023
2007_HCA_22_0087_1,2022,2018_HCA_22_0062_1,2023
2007_HCA_22_0087_1,2022,2007_HCA_22_0025_1,2023
2003_HCA_25_0037_5,2022,2003_HCA_25_0037_5,2023
2003_HCA_25_0042_94,2022,2003_HCA_25_0042_94,2023
2003_HCA_08_0003_346,2022,2003_HCA_08_0003_346,2023
2020_710_01_0004_373_L4,2022,2020_710_01_0004_373_L4,2023
2018_HCA_25_0188_161,2022,2018_HCA_25_0188_161,2023
2020_710_21_0004_429,2022,2020_710_21_0004_429,2023
2020_710_11_0008_423,2022,2020_710_11_0008_423,2023
2004_HCA_KY_013_AM07_2,2022,2004_HCA_KY_013_AM07_2,2023
2020_710_23_0002_90_S,2022,2020_710_23_0002_90_S,2023
2021_710_07_0010_201,2022,2021_710_07_0010_201,2023
2020_710_21_0003_1,2022,2020_710_21_0029_1,2023
2020_710_11_0006_423,2022,2020_710_11_0006_423,2023
2019_HCA_09_0017_436,2022,2019_HCA_09_0017_436,2023
2020_710_31_0004_214,2022,2020_710_31_0004_214,2023
2020_710_23_0001_11,2022,2020_710_23_0001_11,2023
2020_710_27_0009_205,2022,2020_710_27_0009_205,2023
2020_710_24_0001_4,2022,2020_710_24_0001_4,2023
2020_710_23_0006_2,2022,2020_710_23_0006_2,2023
2020_710_23_0002_434,2022,2020_710_23_0002_434,2023
2018_HCA_25_0178_67,2022,2018_HCA_25_0178_67,2023
2015_HCA_21_0034_1_S2,2022,2015_HCA_21_0034_1_S2,2023
2007_HCA_27_0105_205,2022,2007_HCA_27_0105_205,2023
2016_HCA_26_0032_26_L,2022,2016_HCA_26_0032_26_L,2023
2003_HCA_31_0026_208,2022,2003_HCA_31_0026_208,2023
2012_HCA_23_0031_5_S,2022,2012_HCA_23_0031_5_S,2023
2020_710_31_0022_208,2022,2020_710_31_0022_208,2023
2015_HCA_22_0012_1_L2,2022,2015_HCA_22_0012_1_L2,2023
2003_HCA_31_0017_208,2022,2003_HCA_31_0017_208,2023
2020_710_21_0003_219_L,2022,2020_710_21_0003_219_L,2023
2018_HCA_23_0023_87_L,2022,2018_HCA_23_0023_87_L,2023
2020_710_25_0011_94,2022,2020_710_25_0011_94,2023
2020_710_03_0013_328_S2,2022,2020_710_03_0013_328_S2,2023
2020_710_10_0001_289,2022,2020_710_10_0001_289,2023
2020_710_26_0005_110,2022,2020_710_26_0005_110,2023
2020_710_01_0004_369_L8,2022,2020_710_01_0004_369_L8,2023
2014_HCA_10_0054_290,2022,2014_HCA_10_0054_290,2023
2020_710_01_0013_373_S3,2022,2020_710_01_0013_373_S3,2023
2020_710_06_0003_271,2022,2020_710_06_0003_271,2023
2020_710_01_0002_372_L1,2022,2020_710_01_0002_372_L1,2023
2021_710_11_0006_451,2022,2021_710_11_0006_451,2023
2003_HCA_05_0003_200_LR,2022,2003_HCA_05_0003_200_LR,2023
2019_HCA_27_0265_427,2022,2019_HCA_27_0265_427,2023
2020_710_04_0001_332,2022,2020_710_04_0001_332,2023
2020_710_21_0016_129,2022,2020_710_21_0016_129,2023
2017_HCA_27_0018_12_S1,2022,2017_HCA_27_0018_12_S1,2023
2020_710_27_0001_128,2022,2020_710_27_0001_128,2023
2020_HCA_03_0032_442_S,2022,2020_HCA_03_0032_442_S,2023
2020_710_27_0012_427,2022,2020_710_27_0012_427,2023
2020_710_24_0006_175,2022,2020_710_24_0006_175,2023
2020_710_05_0005_200,2022,2020_710_05_0005_200,2023
2015_HCA_17_0103_383,2022,2015_HCA_17_0102_383,2023
2020_710_01_0003_364,2022,2020_710_01_0031_364,2023
2020_710_27_0014_427,2022,2020_710_27_0014_427,2023
2020_710_06_0001_271_LR5,2022,2020_710_06_0001_271_LR5,2023
2020_710_21_0007_129,2022,2020_710_21_0007_129,2023
2021_710_27_0003_14,2022,2021_710_27_0003_14,2023
2020_710_04_0004_330_S2,2022,2020_710_04_0004_330_S2,2023
2020_710_22_0002_129,2022,2020_710_22_0002_129,2023
2020_710_06_0002_374,2022,2020_710_06_0002_374,2023
2020_710_25_0014_161,2022,2020_710_25_0014_161,2023
2016_HCA_24_0100_220,2022,2016_HCA_24_0100_220,2023
2003_HCA_25_0080_232_S,2022,2003_HCA_25_0080_232_S,2023
2014_HCA_25_0134_235,2022,2014_HCA_25_0134_235,2023
2003_HCA_31_0077_208,2022,2003_HCA_31_0077_208,2023
2020_710_17_0001_202,2022,2020_710_17_0001_202,2023
2018_HCA_22_0059_226,2022,2018_HCA_22_0059_226,2023
2020_710_23_0002_7,2022,2020_710_23_0002_7,2023
2020_710_09_0001_379,2022,2020_710_09_0001_379,2023
2003_HCA_25_0027_232,2022,2003_HCA_25_0027_232,2023
2020_710_27_0002_204,2022,2020_710_27_0002_204,2023
2014_HCA_26_0059_238,2022,2014_HCA_26_0059_238,2023
2020_710_27_0001_14_L,2022,2020_710_27_0001_14_L,2023
2020_710_21_0006_170,2022,2020_710_21_0006_170,2023
2020_710_07_0001_201,2022,2020_710_07_0001_201,2023
2020_710_23_0013_5,2022,2020_710_23_0013_5,2023
2020_710_27_0008_427,2022,2020_710_27_0008_427,2023
2020_HCA_25_0206_448,2022,2020_HCA_25_0206_448,2023
2021_710_10_0004_281,2022,2021_710_10_0004_281,2023
2015_HCA_27_0007_403_L,2022,2015_HCA_27_0007_403_L,2023
2020_710_21_0001_55_S,2022,2020_710_21_0001_55_S,2023
2020_710_06_0001_270,2022,2020_710_06_0001_270,2023
2014_HCA_10_0062_282_S,2022,2014_HCA_10_0062_282_S,2023
2014_HCA_KY_012_AM07,2022,2014_HCA_KY_012_AM07,2023
2020_710_08_0002_346,2022,2020_710_08_0002_346,2023
2020_710_27_0012_204,2022,2020_710_27_0012_204,2023
2020_710_25_0004_204,2022,2020_710_25_0004_204,2023
2020_710_27_0009_204,2022,2020_710_27_0009_204,2023
2021_HCA_25_0222_453,2022,2021_HCA_25_0222_453,2023
2016_HCA_01_0185_402,2022,2016_HCA_01_0130_402,2023
2016_HCA_01_0185_402,2022,2016_HCA_01_0171_402,2023
2020_710_21_0003_129,2022,2020_710_21_0003_129,2023
2020_710_07_0001_388,2022,2020_710_07_0001_388,2023
2012_HCA_31_0169_208,2022,2012_HCA_31_0169_208,2023
2020_710_10_0002_278,2022,2020_710_10_0002_278,2023
2020_710_25_0003_110,2022,2020_710_25_0003_110,2023
2019_HCA_27_0191_427,2022,2019_HCA_27_0191_427,2023
2014_HCA_31_0005_208_S,2022,2014_HCA_31_0005_208_S,2023
2020_HCA_10_0109_285,2022,2020_HCA_10_0110_285,2023
2020_HCA_10_0109_285,2022,2020_HCA_10_0109_285,2023
2007_HCA_26_0026_243_L,2022,2007_HCA_26_0026_243_L,2023
2020_710_27_0008_205,2022,2020_710_27_0008_205,2023
2007_HCA_02_0001_200_L1,2022,2007_HCA_02_0001_200_L1,2023
2003_HCA_23_0030_5,2022,2003_HCA_23_0030_5,2023
2014_HCA_26_0063_243,2022,2014_HCA_26_0063_243,2023
2021_710_22_0001_18_S,2022,2021_710_22_0001_18_S,2023
2020_710_06_0001_271_LR1,2022,2020_710_06_0001_271_LR1,2023
2003_HCA_05_0034_200,2022,2003_HCA_05_0034_200,2023
2020_710_25_0014_94,2022,2020_710_25_0014_94,2023
2011_HCA_31_0158_213,2022,2011_HCA_31_0158_213,2023
2020_710_25_0005_204,2022,2020_710_25_0005_204,2023
2015_HCA_22_0012_1_S,2022,2015_HCA_22_0012_1_S,2023
2021_710_25_0002_120_L,2022,2021_710_25_0002_120_L,2023
2019_HCA_27_0267_427,2022,2019_HCA_27_0267_427,2023
2003_HCA_22_0086_1,2022,2003_HCA_22_0012_1,2023
2003_HCA_22_0086_1,2022,2019_HCA_22_0063_1,2023
2020_710_10_0008_209,2022,2020_710_10_0008_209,2023
2020_710_31_0053_208,2022,2020_710_31_0053_208,2023
2003_HCA_27_0099_204,2022,2003_HCA_27_0099_204,2023
2020_710_31_0038_208,2022,2020_710_31_0038_208,2023
2020_710_17_0003_383,2022,2020_710_17_0003_383,2023
2015_HCA_01_0008_364_L8,2022,2015_HCA_01_0008_364_L8,2023
2020_710_01_0001_260,2022,2020_710_01_0001_260,2023
2020_710_27_0009_427,2022,2020_710_27_0009_427,2023
2020_710_08_0004_346,2022,2020_710_08_0004_346,2023
2020_HCA_02_0060_330,2022,2020_HCA_02_0060_330,2023
2020_HCA_02_0060_330,2022,2020_HCA_02_0069_330,2023
2020_710_17_0005_301_S3,2022,2020_710_17_0005_301_S3,2023
2003_HCA_21_0028_1,2022,2003_HCA_21_0028_1,2023
2018_HCA_24_0110_150,2022,2018_HCA_24_0110_150,2023
2003_HCA_24_0013_99,2022,2003_HCA_24_0013_99,2023
2020_710_04_0002_330,2022,2020_710_04_0002_330,2023
2020_710_21_0001_221,2022,2020_710_21_0001_221,2023
2003_HCA_31_0031_208,2022,2003_HCA_31_0031_208,2023
2014_HCA_25_0151_161,2022,2014_HCA_25_0151_161,2023
2014_HCA_24_0083_160,2022,2014_HCA_24_0083_160,2023
2020_710_26_0002_110_S1,2022,2020_710_26_0002_110_S1,2023
2020_710_27_0014_204,2022,2020_710_27_0014_204,2023
2020_710_05_0003_200,2022,2020_710_05_0003_200,2023
2020_710_25_0005_109,2022,2020_710_25_0005_109,2023
2020_710_26_0006_110,2022,2020_710_26_0006_110,2023
2020_710_08_0001_346_S1,2022,2020_710_08_0001_346_S1,2023
2020_710_25_0006_5_L4,2022,2020_710_25_0006_5_L4,2023
2020_710_21_0001_223_S,2022,2020_710_21_0001_223_S,2023
2021_HCA_26_0104_8,2022,2021_HCA_26_0104_8,2023
2020_710_23_0033_5_S,2022,2020_710_23_0033_5_S_1,2023
2020_710_23_0033_5_S,2022,2020_710_23_0033_5_S_2,2023
2021_710_27_0001_13_S,2022,2021_710_27_0001_13_S,2023
2020_710_23_0007_5_L,2022,2020_710_23_0007_5_L,2023
2020_710_01_0003_258,2022,2020_710_01_0003_258,2023
2004_HCA_OH_002_CG07B,2022,2004_HCA_OH_002_CG07B,2023
2017_HCA_23_0028_5_L2,2022,2017_HCA_23_0028_5_L2,2023
2022_710_04_0002_340_L2,2022,2022_710_04_0002_340_L2,2023
2020_710_26_0004_204_LR2,2022,2020_710_26_0004_204_LR2,2023
2020_710_25_0001_5_LR,2022,2020_710_25_0001_5_LR,2023
2019_HCA_11_0087_423_L,2022,2019_HCA_11_0087_423_L,2023
2004_HCA_KY_013_AM07_1,2022,2004_HCA_KY_013_AM07_1_2,2023
2004_HCA_KY_013_AM07_1,2022,2004_HCA_KY_013_AM07_1_1,2023
2020_710_11_0001_209,2022,2020_710_11_0001_209,2023
2020_710_07_0003_201,2022,2020_710_07_0003_201,2023
2020_710_26_0007_243,2022,2020_710_26_0007_243,2023
2020_710_01_0002_369,2022,2020_710_01_0002_369,2023
2021_710_21_0001_266_LR1,2022,2021_710_21_0001_266_LR1,2023
2020_710_01_0002_370_LR1,2022,2020_710_01_0002_370_LR1,2023
2020_710_26_0008_243,2022,2020_710_26_0008_243,2023
2020_710_26_0009_204,2022,2020_710_26_0009_204,2023
2021_710_31_0002_385,2022,2021_710_31_0002_385,2023
2020_710_01_0004_372,2022,2020_710_01_0004_372,2023
2021_710_23_0004_2,2022,2021_710_23_0004_2,2023
2021_HCA_24_0126_139_S,2022,2021_HCA_24_0126_139_S,2023
2003_HCA_27_0293_205,2022,2003_HCA_27_0247_205,2023
2003_HCA_27_0293_205,2022,2003_HCA_27_0246_205,2023
2020_710_26_0009_243,2022,2020_710_26_0009_243,2023
2020_710_01_0004_402,2022,2020_710_01_0004_402,2023
2020_710_01_0004_373,2022,2020_710_01_0004_373,2023
2020_710_22_0017_1,2022,2020_710_22_0017_1,2023
2021_710_23_0003_2_L,2022,2021_710_23_0003_2_L,2023
2015_HCA_23_0133_433,2022,2015_HCA_23_0133_433,2023
2020_710_23_0001_87,2022,2020_710_23_0001_87,2023
2020_710_25_0001_67_S,2022,2020_710_25_0001_67_S,2023
2020_710_25_0003_67_L,2022,2020_710_25_0003_67_L,2023
2020_710_23_0012_2,2022,2020_710_23_0012_2,2023
2015_HCA_24_0099_420,2022,2015_HCA_24_0099_420,2023
2020_710_22_0027_1,2022,2020_710_22_0027_1_1,2023
2020_710_22_0027_1,2022,2020_710_22_0027_1_2,2023
2020_710_03_0009_328,2022,2020_710_03_0009_328,2023
2021_710_10_0015_209,2022,2021_710_10_0015_209,2023
2015_HCA_01_0019_364_L1,2022,2015_HCA_01_0019_364_L1,2023
2020_710_01_0009_364,2022,2020_710_01_0009_364,2023
2020_710_01_0003_370,2022,2020_710_01_0003_370,2023
2020_710_01_0007_372_L3,2022,2020_710_01_0007_372_L3,2023
2020_710_03_0004_442,2022,2020_710_03_0004_442,2023
2020_710_25_0002_104_L,2022,2020_710_25_0002_104_L,2023
2020_710_01_0006_370_L3,2022,2020_710_01_0006_370_L3,2023
2020_710_25_0001_389,2022,2020_710_25_0001_389,2023
2020_710_24_0009_204,2022,2020_710_24_0009_204,2023
2016_HCA_01_0131_402,2022,2016_HCA_01_0131_402,2023
2020_710_25_0006_5_L9,2022,2020_710_25_0006_5_L9,2023
2020_710_06_0001_271,2022,2020_710_06_0001_271_1,2023
2020_710_06_0001_271,2022,2020_710_06_0001_271_2,2023
2020_710_11_0002_294,2022,2020_710_11_0002_294,2023
2020_HCA_21_0101_429,2022,2020_HCA_21_0101_429,2023
2020_710_21_0006_129,2022,2020_710_21_0006_129,2023
2011_HCA_25_0096_67,2022,2011_HCA_25_0096_67,2023
2021_710_23_0003_1_S,2022,2021_710_23_0003_1_S,2023
2020_710_25_0001_5,2022,2020_710_25_0001_5,2023
2021_HCA_26_0105_243,2022,2021_HCA_26_0105_243,2023
2020_710_27_0002_93_L,2022,2020_710_27_0002_93_L,2023
2003_HCA_31_0075_208,2022,2003_HCA_31_0075_208,2023
2021_710_26_0010_243,2022,2021_710_26_0010_243,2023
2012_HCA_01_0073_369,2022,2012_HCA_01_0073_369,2023
2014_HCA_23_0051_2_L2,2022,2014_HCA_23_0051_2_L2,2023
2003_HCA_03_0010_328,2022,2003_HCA_03_0010_328,2023
2003_HCA_23_0023_87,2022,2003_HCA_23_0023_87_2,2023
2003_HCA_23_0023_87,2022,2003_HCA_23_0023_87_1,2023
2003_HCA_23_0023_87,2022,2003_HCA_23_0023_87,2023
2016_HCA_23_0023_87_L4,2022,2016_HCA_23_0023_87_L4,2023
2007_HCA_26_0111_243,2022,2007_HCA_26_0087_243,2023
2007_HCA_26_0111_243,2022,2007_HCA_26_0086_243,2023
2020_710_23_0027_5_L,2022,2020_710_23_0027_5_L,2023
2020_HCA_17_0119_384,2022,2020_HCA_17_0119_384,2023
2020_710_26_0019_204,2022,2020_710_26_0019_204,2023
2003_HCA_01_0181_370,2022,2003_HCA_01_0002_370,2023
2003_HCA_01_0181_370,2022,2007_HCA_01_0041_370,2023
2018_HCA_31_0261_208,2022,2018_HCA_31_0261_208,2023
2020_710_01_0006_370_L12,2022,2020_710_01_0006_370_L12,2023
2020_710_31_0008_214_S,2022,2020_710_31_0008_214_S,2023
2020_710_17_0003_203,2022,2020_710_17_0003_203,2023
2020_710_23_0009_2_L2,2022,2020_710_23_0009_2_L2,2023
2020_710_26_0007_110,2022,2020_710_26_0007_110,2023
2020_710_04_0002_333,2022,2020_710_04_0002_333,2023
2020_710_03_0006_328,2022,2020_710_03_0006_328,2023
2003_HCA_31_0303_205,2022,2003_HCA_31_0068_205,2023
2003_HCA_31_0303_205,2022,2011_HCA_31_0149_205,2023
2020_710_27_0002_93,2022,2020_710_27_0002_93,2023
2003_HCA_10_0009_209,2022,2003_HCA_10_0009_209,2023
2020_710_31_0048_208,2022,2020_710_31_0048_208,2023
2007_HCA_01_0126_370,2022,2007_HCA_01_0126_370,2023
2021_710_17_0001_203,2022,2021_710_17_0001_203,2023
2020_710_27_0005_74_L,2022,2020_710_27_0005_74_L,2023
2007_HCA_26_0035_204,2022,2007_HCA_26_0035_204,2023
2014_HCA_25_0114_177,2022,2014_HCA_25_0114_177,2023
2014_HCA_26_0049_204,2022,2014_HCA_26_0049_204,2023
2020_710_21_0015_1,2022,2020_710_21_0015_1,2023
2020_710_09_0002_379,2022,2020_710_09_0002_379,2023
2021_710_11_0005_451,2022,2021_710_11_0005_451,2023
2003_HCA_25_0024_232_2,2022,2003_HCA_25_0024_232_2,2023
2020_710_23_0004_175,2022,2020_710_23_0004_175,2023
2020_710_23_0004_90_S,2022,2020_710_23_0004_90_S,2023
2020_710_25_0004_110,2022,2020_710_25_0004_110,2023
2020_710_27_0006_204,2022,2020_710_27_0006_204,2023
2020_710_01_0003_370_L,2022,2020_710_01_0003_370_L,2023
2014_HCA_26_0072_204,2022,2014_HCA_26_0072_204,2023
2020_HCA_11_0116_295,2022,2020_HCA_11_0116_295,2023
2003_HCA_23_0025_97,2022,2003_HCA_23_0025_97,2023
2020_710_23_0005_2,2022,2020_710_23_0005_2,2023
2020_710_26_0006_243,2022,2020_710_26_0006_243,2023
2021_710_21_0019_129_L2,2022,2021_710_21_0019_129_L2,2023
2020_710_11_0013_294,2022,2020_710_11_0013_294,2023
2007_HCA_01_0037_257,2022,2007_HCA_01_0037_257,2023
2020_710_23_0022_175,2022,2020_710_23_0022_175,2023
2020_710_01_0010_372,2022,2020_710_01_0010_372,2023
2020_710_24_0011_204,2022,2020_710_24_0011_204,2023
