Parent ID,Parent Cycle,Child ID,Child Cycle
2007 21_0031 1,2007,2011 21_0031 1,2011
2007 21_0032 1B,2007,2011 21_0032 1B,2011
2007 21_0032 1,2007,2011 21_0032 1,2011
2007 21_0038 1B_1,2007,2011 21_0038 1B_1,2011
2007 21_0038 1_2,2007,2011 21_0038 1_2,2011
2007 21_0038 1_1,2007,2011 21_0038 1_1,2011
2007 21_0037 1B,2007,2011 21_0037 1B,2011
2019 26_0031 243_S,2019,2020 26_0031 243_S,2020
2007 11_0012 Ai_1,2007,2011 11_0012 Ai,2011
2007 11_0005 Bd_1,2007,2011 11_0005 Bd,2011
2007 11_0007 An,2007,2011 11_0007 An,2011
2007 21_0005 29,2007,2011 21_0005 29,2011
2007 07_0029_2 Bl_5,2007,2011 07_0029_2 Bl_L,2011
2007 21_0001 118,2007,2011 21_0001 118,2011
2007 11_0012 Ag,2007,2011 11_0012 Ag,2011
2007 10_0004 Ac_1,2007,2011 10_0004 Ac,2011
2020_CLASS3_26_22_204,2020,2020_CLASS3_26_22_204_2021,2021
2007 11_0030 Ak,2007,2011 11_0030 Ak,2011
2007 11_0030 Ah,2007,2011 11_0030 Ah,2011
2007 11_0021 An,2007,2011 11_0021 An,2011
2020_CLASS3_26_22_243_S,2020,2020_CLASS3_26_22_243_S_2021,2021
2007 11_0005 Bd_2,2007,2011 11_0005 Bd,2011
2007 11_0005 An_2,2007,2011 11_0005 An,2011
2007 11_0011 Ak,2007,2011 11_0011 Ak,2011
2007 11_0011 Aj,2007,2011 11_0011 Aj,2011
2007 11_0011 Ah,2007,2011 11_0011 Ah,2011
2007 11_0003 An,2007,2011 11_0003 An,2011
2007 10_0009 Ac,2007,2011 10_0009 Ac,2011
2007 10_0006 Ac,2007,2011 10_0006 Ac,2011
2020_CLASS3_26_23_110_L,2020,2020_CLASS3_26_23_110_L_2021,2021
2007 21_0003 15L_2,2007,2011 21_0003 15L_2,2011
2007 21_0003 29,2007,2011 21_0003 29,2011
2007 21_0003 15L_1,2007,2011 21_0003 15L_1,2011
2007 09_0010 Cd,2007,2011 09_0010 Cd,2011
2007 11_0017 Be,2007,2011 11_0017 Be,2011
2007 10_0005 Ac,2007,2011 10_0005 Ac,2011
2007 11_0001 An,2007,2011 11_0001 An,2011
2007 11_0017 An,2007,2011 11_0017 An,2011
2007 11_0014 Aa,2007,2011 11_0014 Aa,2011
2007 21_0002 118,2007,2011 21_0002 118,2011
2007 21_0004 15-L,2007,2011 21_0004 15-L,2011
2007 11_0012 Aaa,2007,2011 11_0012 Aaa,2011
2007 07_0029_2 Bl_4,2007,2011 07_0029_2 Bl_4,2011
2007 10_0002 Ac,2007,2011 10_0002 Ac,2011
2007 11_0006 Bd,2007,2011 11_0006 Bd,2011
2007 11_0006 An,2007,2011 11_0006 An,2011
2007 21_0009 27L_1,2007,2011 21_0009 27L,2011
2007 09_0006 Cc,2007,2011 09_0006 Cc,2011
2007 10_0007 Af,2007,2011 10_0007 Af,2011
2007 09_0007 Cd,2007,2011 09_0007 Cd,2011
2018 27_0230 204,2018,2019 27_0230 204,2019
2007 23_0006 101X,2007,2011 23_0006 101X,2011
2007 23_0049 2,2007,2011 23_0049 2,2011
2019 26_0017 243,2019,2020 26_0017 243,2020
2007 23_0007_2 101X,2007,2011 23_0007_2 101X,2011
2007 21_0035 Aa_1,2007,2011 21_0035 Aa_1,2011
2007 23_0057 2,2007,2011 23_0057 2,2011
2007 23_0009 101X,2007,2011 23_0009 101X,2011
2007 31_0141 E1,2007,2011 31_0141 E1,2011
2007 23_0040 21_1,2007,2011 23_0040 21,2011
2020_CLASS3_26_27_204,2020,2020_CLASS3_26_27_204_2021,2021
2007 23_0026 97,2007,2011 23_0026 97,2011
2007 23_0008 101X_2,2007,2011 23_0008 101X,2011
2007 23_0031 5A,2007,2011 23_0031 5A,2011
2007 23_0044 5A,2007,2011 23_0044 5A,2011
2007 23_0015 96,2007,2011 23_0015 96,2011
2007 23_0040 21L_1,2007,2011 23_0040 21L,2011
2007 22_0011 1,2007,2011 22_0011 1,2011
2020_CLASS3_26_4_242,2020,2020_CLASS3_26_4_242_2021,2021
2007 23_0025 97,2007,2011 23_0025 97,2011
2020_CLASS3_26_4_110,2020,2020_CLASS3_26_4_110_2021,2021
2007 23_0014 11,2007,2011 23_0014 11,2011
2007 23_0003 33,2007,2011 23_0003 33,2011
2007 23_0016 96A_1,2007,2011 23_0016 96A,2011
2007 21_0006 15_L_2,2007,2011 21_0006 15_L_2,2011
2007 23_0040 34L,2007,2011 23_0040 34L,2011
2007 21_0003 15L_4,2007,2011 21_0003 15L_L,2011
2007 23_0028 5A,2007,2011 23_0028 5A,2011
2020_CLASS3_26_3_242,2020,2020_CLASS3_26_3_242_2021,2021
2007 22_0018 34,2007,2011 22_0018 34,2011
2007 23_0047 5A,2007,2011 23_0047 5A,2011
2007 23_0046 5A,2007,2011 23_0046 5A,2011
2007 22_0013 1,2007,2011 22_0013 1,2011
2007 22_0012 1,2007,2011 22_0012 1,2011
2007 23_0032 5A,2007,2011 23_0032 5A,2011
2007 23_0010 101X_3,2007,2011 23_0010 101X_3,2011
2007 23_0010 101X_2,2007,2011 23_0010 101X_2,2011
2007 23_0010 101X_1,2007,2011 23_0010 101X_1,2011
2007 23_0024 113,2007,2011 23_0024 113,2011
2007 21_0014 16B,2007,2011 21_0014 16B,2011
2007 21_0014 16_1,2007,2011 21_0014 16,2011
2007 23_0023 87_3,2007,2011 23_0023 87,2011
2007 23_0023 87_2,2007,2011 23_0023 87,2011
2007 23_0030 5A,2007,2011 23_0030 5A,2011
2007 21_0006 15_L_1,2007,2011 21_0006 15_L_1,2011
2007 23_0045 5A,2007,2011 23_0045 5A,2011
2007 23_0043 5A,2007,2011 23_0043 5A,2011
2007 21_0036 1B,2007,2011 21_0047 1B,2011
2007 21_0036 1,2007,2011 21_0047 1,2011
2007 21_0013 28,2007,2011 21_0013 28,2011
2007 23_0017 5A,2007,2011 23_0017 5A,2011
2007 24_0043 E2,2007,2011 24_0043 E2,2011
2007 24_0044 E2,2007,2011 24_0044 E2,2011
2007 24_0041 E2,2007,2011 24_0041 E2,2011
2007 23_0057 107,2007,2011 23_0057 107,2011
2007 25_0037 5B_2,2007,2011 25_0037 5B,2011
2007 24_0037 E2,2007,2011 24_0037 E2,2011
2015 26_0031 243,2015,2016 26_0031 243,2016
2017 10_0002 209,2017,2018 10_0078 209,2018
2018 27_0223 204,2018,2019 27_0223 204,2019
2020 26_0026 243,2020,2021 26_0026 243,2021
2020_CLASS3_26_43_204,2020,2020_CLASS3_26_43_204_2021,2021
2007 25_0024_1 100X,2007,2011 25_0024 100X,2011
2007 23_0022 87,2007,2011 23_0022 87,2011
2007 24_0016 130,2007,2011 24_0015 130,2011
2007 23_0033 5A,2007,2011 23_0033 5A,2011
2007 24_0005_1 130,2007,2011 24_0005_1 130,2011
2020_CLASS3_26_46_204,2020,2020_CLASS3_26_46_204_2021,2021
2007 23_0034 5A_2,2007,2011 23_0034 5A,2011
2020_CLASS3_26_47_204,2020,2020_CLASS3_26_47_204_2021,2021
2007 23_0019 48,2007,2011 23_0019 48,2011
2007 25_0023_3 100X,2007,2011 25_0023_2 100X,2011
2007 25_0023_1 100X,2007,2011 25_0023_1 100X,2011
2007 23_0036 5A,2007,2011 23_0036 5A,2011
2007 24_0004 130,2007,2011 24_0004 130,2011
2007 25_0006 109,2007,2011 25_0006 109,2011
2007 24_0009 130_2,2007,2011 24_0009 130,2011
2007 24_0009 130_1,2007,2011 24_0009 130,2011
2007 24_0005_2 130,2007,2011 24_0005_2 130,2011
2007 23_0011 101X,2007,2011 23_0011 101X,2011
2007 25_0040 94_1,2007,2011 25_0040 94,2011
2007 24_0015 107X,2007,2011 24_0015 107X,2011
2007 24_0014 51_2,2007,2011 24_0014 51_2,2011
2007 24_0014 51_1,2007,2011 24_0014 51_1,2011
2007 25_0022 120,2007,2011 25_0022 120,2011
2007 25_0003 104,2007,2011 25_0003 104,2011
2007 23_0039 1,2007,2011 23_0039 1,2011
2007 23_0035 5A,2007,2011 23_0035 5A,2011
2007 23_0035 49,2007,2011 23_0035 49_L,2011
2007 23_0021 87,2007,2011 23_0021 87,2011
2007 25_0005 109,2007,2011 25_0005 109,2011
2007 25_0008 22,2007,2011 25_0008 22,2011
2007 24_0008_2 130,2007,2011 24_0008_1 130,2011
2007 24_0008_4 130,2007,2011 24_0008_2 130,2011
2007 24_0008_1 130,2007,2011 24_0008_1 130,2011
2007 23_0023 113_1,2007,2011 23_0023 113_1,2011
2007 24_0006 130,2007,2011 24_0006 130,2011
2007 24_0010_1 130_1,2007,2011 24_0010_1 130,2011
2007 24_0010_1 130_2,2007,2011 24_0010_1 130,2011
2007 24_0010_4 130,2007,2011 24_0010_2 130,2011
2007 24_0010_3 130,2007,2011 24_0010_2 130,2011
2007 25_0014 36_3,2007,2011 25_0014 36_3,2011
2007 25_0014 36_1,2007,2011 25_0014 36_1,2011
2007 25_0007 109,2007,2011 25_0007 109,2011
2007 25_0025 100X,2007,2011 25_0025 100X,2011
2007 24_0025 3,2007,2011 24_0025 3,2011
2007 25_0069 67_2,2007,2011 25_0069 67_L,2011
2007 25_0086 E2,2007,2011 25_0086 E2,2011
2007 25_0073 94,2007,2011 25_0073 94,2011
2007 25_0071 94,2007,2011 25_0071 94,2011
2007 26_0035 E2,2007,2011 26_0035 E2,2011
2007 26_0036 E2_1,2007,2011 26_0036 E2,2011
2015 07_0001B 377_3,2015,2016 07_0001B 377_3,2016
2015 04_0010 330_S2,2015,2016 04_0010 330_S2,2016
2020 26_0063 243,2020,2021 26_0063 243,2021
2007 26_0037 E2,2007,2011 26_0036 E2,2011
2020_CLASS3_26_48_204,2020,2020_CLASS3_26_48_204_2021,2021
2007 25_0032 5B,2007,2011 25_0032 5B,2011
2007 27_0007 24_2,2007,2011 27_0007 24_2,2011
2007 27_0006 24,2007,2011 27_0006 24,2011
2007 26_0004 131_1,2007,2011 26_0004 131,2011
2007 25_0082 100X,2007,2011 25_0082 100X,2011
2020_CLASS3_26_5_242,2020,2020_CLASS3_26_5_242_2021,2021
2007 25_0062 5B,2007,2011 25_0062 5B,2011
2007 25_0033 5B,2007,2011 25_0033 5B,2011
2007 25_0009 22_1,2007,2011 25_0009 22,2011
2007 25_0011 22,2007,2011 25_0011 22,2011
2007 25_0044 94,2007,2011 25_0044 94,2011
2007 24_0021 130,2007,2011 24_0021 130,2011
2007 25_0080 100X,2007,2011 25_0080 100X,2011
2020_CLASS3_26_50_204_L,2020,2020_CLASS3_26_50_204_L_2021,2021
2007 25_0045 94,2007,2011 25_0045 94,2011
2007 25_0027 100X,2007,2011 25_0027 100X,2011
2007 27_0001 14,2007,2011 27_0001 14,2011
2007 25_0046 94,2007,2011 25_0046 94,2011
2007 27_0007 79,2007,2011 27_0007 79,2011
2007 26_0010 110,2007,2011 26_0010 110,2011
2007 26_0001 131,2007,2011 26_0001 131,2011
2007 26_0006_2 131,2007,2011 26_0006 131,2011
2007 26_0006_1 131,2007,2011 26_0006 131,2011
2007 25_0037 5B_1,2007,2011 25_0037 5B,2011
2007 27_0008 24_2,2007,2011 27_0008 24_2,2011
2007 27_0008 24_1,2007,2011 27_0008 24_1,2011
2007 26_0009 110_1,2007,2011 26_0009 110,2011
2007 25_0026 100X,2007,2011 25_0026 100X,2011
2007 25_0041 94,2007,2011 25_0041 94,2011
2007 27_0004 24,2007,2011 27_0004 24,2011
2007 25_0043 94_1,2007,2011 25_0043 94,2011
2007 25_0042 94_1,2007,2011 25_0042 94,2011
2007 26_0011 110,2007,2011 26_0011 110,2011
2007 25_0049 110,2007,2011 25_0049 110,2011
2007 27_0003 42L,2007,2011 27_0003 42L,2011
2007 27_0003 42,2007,2011 27_0003 42,2011
2007 26_0012 110_2,2007,2011 26_0012 110,2011
2007 25_0081 100X,2007,2011 25_0081 100X,2011
2007 25_0083 100X,2007,2011 25_0083 100X,2011
2007 25_0031 67,2007,2011 25_0031 67,2011
2007 25_0029 67_1,2007,2011 25_0029 67,2011
2007 27_0107 E2_1,2007,2011 27_0107 E2_1,2011
2007 27_0106 E2_1,2007,2011 27_0106 E2_1,2011
2007 27_0097 E2,2007,2011 27_0097 E2,2011
2007 27_0098 E2,2007,2011 27_0098 E2,2011
2007 27_0104 E2_1,2007,2011 27_0104 E2_1,2011
2007 27_0105 E2_1,2007,2011 27_0105 E2_1,2011
2015 02_0002 200_6,2015,2016 02_0002 425_2,2016
2015 04_0008 333,2015,2016 04_0008 333,2016
2020_CLASS3_26_6_110,2020,2020_CLASS3_26_6_110_2021,2021
2015 26_0045 243,2015,2016 26_0045 243,2016
2015 04_0010 330,2015,2016 04_0010 330,2016
2020 26_0088 243,2020,2021 26_0088 243,2021
2019 26_0088 243,2019,2020 26_0088 243,2020
2019 26_0086 243,2019,2020 26_0086 243,2020
2015 26_0029 243,2015,2016 26_0029 243,2016
2007 27_0035 E2_1,2007,2011 27_0035 E2_1,2011
2018 27_0099 204,2018,2019 27_0099 204,2019
2020_CLASS3_26_8_110,2020,2020_CLASS3_26_8_110_2021,2021
2007 27_0025 121,2007,2011 27_0025 121,2011
2007 27_0018 12,2007,2011 27_0018 12,2011
2019 26_0045 243,2019,2020 26_0045 243,2020
2007 27_0021 74_1,2007,2011 27_0021 74,2011
2020_CLASS3_26_7_110,2020,2020_CLASS3_26_7_110_2021,2021
2007 27_0041 6L,2007,2011 27_0041 6L,2011
2007 25_0048 110_1,2007,2011 25_0048 110,2011
2007 27_0014 98X,2007,2011 27_0014 98X,2011
2007 27_0109 43,2007,2011 27_0109 43,2011
2007 27_0023 121,2007,2011 27_0023 121,2011
2007 31_0011 E1,2007,2011 31_0011 E1,2011
2007 27_0024 121,2007,2011 27_0024 121,2011
2007 31_0014 E1,2007,2011 31_0014 E1,2011
2007 31_0005 E1,2007,2011 31_0005 E1,2011
2007 27_0111 43,2007,2011 27_0111 43,2011
2007 27_0026 121,2007,2011 27_0026 121,2011
2007 31_0009 E1,2007,2011 31_0009 E1,2011
2007 27_0007 24_3,2007,2011 27_0007 24_L,2011
2007 27_0029 121,2007,2011 27_0028 121,2011
2007 27_0041 6,2007,2011 27_0041 6,2011
2007 27_0019 40,2007,2011 27_0019 40,2011
2007 27_0013 60_1,2007,2011 27_0013 60,2011
2007 27_0013 60_2,2007,2011 27_0013 60_L,2011
2007 27_0027 121,2007,2011 27_0027 121,2011
2007 27_0028 121,2007,2011 27_0028 121,2011
2007 27_0037 121,2007,2011 27_0037 121,2011
2007 27_0016 98X,2007,2011 27_0016 98X,2011
2007 27_0112 43,2007,2011 27_0112 43,2011
2018 21_0006A 216,2018,2019 21_0006A 216,2019
2021 26_0084 243,2021,2018_HCA_26_0084_243,2022
2017 21_0010 222_L,2017,2018 21_0010 222_L,2018
2021 26_0089 243,2021,2018_HCA_26_0089_243,2022
2017 01_0017 260_S,2017,2018 01_0017 260_S,2018
2017 23_0014 11_S,2017,2018 23_0014 11_S,2018
2017 25_0011 22_S,2017,2018 25_0011 22_S,2018
2007 27_0087 E2,2007,2011 27_0087 E2,2011
2020_CLASS3_OH_1_CG07B,2020,2020_CLASS3_OH_1_CG07B_2021,2021
2020_CLASS3_OH_1_C314,2020,2020_CLASS3_OH_1_C314_2021,2021
2020 31_0258 210,2020,2021 31_0258 210,2021
2020_CLASS3_OH_1_C338,2020,2020_CLASS3_OH_1_C338_2021,2021
2020 31_0255 210,2020,2021 31_0255 210,2021
2003 17_0023 J,2003,2011 17_0023 J,2011
2003 03_0010,2003,2007 03_0010 Cc,2007
2007 31_0037 E1,2007,2011 31_0037 E1,2011
2020 01_0148 369,2020,2021 01_0148 369,2021
2007 31_0022 E1,2007,2011 31_0022 E1,2011
2007 31_0082 E1,2007,2011 31_0082 E1,2011
2020_CLASS3_OH_1_D000A,2020,2020_CLASS3_OH_1_D000A_2021,2021
2003 17_0024 J,2003,2011 17_0024 J,2011
2007 31_0002 E1,2007,2011 31_0002 E1,2011
2007 31_0021 E1,2007,2011 31_0021 E1,2011
2003 17_0017 K,2003,2011 17_0017 K,2011
2007 31_0026 E1,2007,2011 31_0026 E1,2011
2003 03_0005,2003,2007 03_0005 Ca,2007
2007 31_0031 E1,2007,2011 31_0031 E1,2011
2003 24_0014,2003,2007 24_0014 51_1,2007
2003 24_0014,2003,2007 24_0014 51_2,2007
2003 17_0007 F,2003,2011 17_0007 F,2011
2007 31_0033 E1,2007,2011 31_0033 E1,2011
2007 31_0086 E1,2007,2011 31_0086 E1,2011
2007 31_0075 E1,2007,2011 31_0075 E1,2011
2003 17_0014 H,2003,2011 17_0014 H,2011
2007 31_0077 E1,2007,2011 31_0077 E1,2011
2003 17_0007 G,2003,2011 17_0007 G,2011
2007 31_0010 E1,2007,2011 31_0010 E1,2011
2007 31_0067 E2_2,2007,2011 31_0067 E2_1_L,2011
2007 31_0071 E1,2007,2011 31_0071 E1,2011
2007 31_0083 E1,2007,2011 31_0083 E1,2011
2003 17_0033 Y,2003,2011 17_0033 Y,2011
2007 31_0036 E1,2007,2011 31_0036 E1,2011
2021_MCA_26_0073 243_2021,2021,2021_710_26_0010_243,2022
2003 31_0037,2003,2007 31_0037 E1,2007
2003 31_0022,2003,2007 31_0022 E1_2,2007
2003 31_0022,2003,2007 31_0022 E1,2007
2003 31_0082,2003,2007 31_0082 E1,2007
2003 31_0029,2003,2007 31_0029 E1,2007
2003 31_0001,2003,2007 31_0001 E1,2007
2003 17_0031 X,2003,2011 17_0031 X,2011
2003 17_0039 AA,2003,2011 17_0039 AA,2011
2003 31_0020,2003,2007 31_0020 E1,2007
2003 01_0007,2003,2007 01_0007 Bk,2007
2003 01_0007,2003,2007 01_0007 Bl,2007
2003 23_0027,2003,2007 23_0027 90,2007
2003 31_0002,2003,2007 31_0002 E1,2007
2003 23_0005,2003,2007 23_0005 101X,2007
2003 17_0017 L,2003,2011 17_0017 L,2011
2003 05_0004,2003,2007 05_0004 Ac_1,2007
2003 05_0004,2003,2007 05_0004 Ac_2,2007
2003 31_0011/12,2003,2007 31_0011 E1,2007
2003 23_0016,2003,2007 23_0016 96A_1,2007
2003 31_0026,2003,2007 31_0026 E1,2007
2003 17_0032 X,2003,2011 17_0032 X_1,2011
2003 23_0006,2003,2007 23_0006 101X,2007
2003 23_0028,2003,2007 23_0028 5A,2007
2003 31_0017/18,2003,2007 31_0017 E1,2007
2007 31_0028 E1,2007,2011 31_0028 E1,2011
2003 31_0028,2003,2007 31_0028 E1,2007
2003 31_0031,2003,2007 31_0031 E1,2007
2003 23_0011,2003,2007 23_0011 101X,2007
2003 24_0012,2003,2007 24_0012 31,2007
2003 17_0025 M,2003,2011 17_0025 M,2011
2003 31_0009,2003,2007 31_0009 E1,2007
2003 31_0033,2003,2007 31_0033 E1,2007
2003 17_0041 J,2003,2011 17_0023 J,2011
2003 31_0086,2003,2007 31_0086 E1,2007
2003 17_0036 AA,2003,2011 17_0036 AA,2011
2003 17_0034 BB,2003,2011 17_0034 BB,2011
2003 31_0077,2003,2007 31_0077 E1,2007
2003 31_0010,2003,2007 31_0010 E1,2007
2003 31_0027,2003,2007 31_0027 E1,2007
2003 31_0085,2003,2007 31_0085 E1,2007
2003 05_0002,2003,2007 05_0002 Aa,2007
2003 05_0002,2003,2007 05_0002 An,2007
2003 05_0002,2003,2007 05_0002 Ab_2,2007
2003 17_0038 AA,2003,2011 17_0038 AA,2011
2003 17_0019 L,2003,2011 17_0019 L,2011
2003 17_0027 K,2003,2011 17_0027 K,2011
2003 23_0017,2003,2007 23_0017 20,2007
2003 31_0071,2003,2007 31_0071 E1,2007
2003 31_0081,2003,2007 31_0081 E1,2007
2003 31_0081,2003,2007 31_0083 E1,2007
2003 31_0003/4,2003,2007 31_0003 E1,2007
2003 17_0021 L,2003,2011 17_0021 L,2011
2020_MCA_26_003_243_2021,2021,2020_710_26_0004_243,2022
2003 21_0005,2003,2007 21_0005 29,2007
2003 27_0002,2003,2007 27_0002 14,2007
2003 17_0011 F,2003,2011 17_0011 F,2011
2003 10_0004,2003,2007 10_0004 Ac_2,2007
2003 10_0004,2003,2007 10_0004 Ac_1,2007
2003 22_0009,2003,2007 21_0031 1,2007
2003 22_0009,2003,2007 21_0031 1B,2007
2003 11_0013,2003,2007 11_0030 Ah,2007
2003 11_0013,2003,2007 11_0030 Ak,2007
2003 21_0015,2003,2007 21_0015 16,2007
2003 02_0023,2003,2007 02_0023 Ha,2007
2003 11_0005,2003,2007 11_0005 An_1,2007
2003 11_0005,2003,2007 11_0005 An_2,2007
2003 11_0005,2003,2007 11_0005 Bd_2,2007
2003 11_0005,2003,2007 11_0005 Bd_1,2007
2003 25_0006,2003,2007 25_0006 109,2007
2003 27_0023,2003,2007 27_0023 121,2007
2003 11_0011,2003,2007 11_0011 Ah,2007
2003 11_0011,2003,2007 11_0011 Aj,2007
2003 11_0011,2003,2007 11_0011 Ak,2007
2003 11_0003,2003,2007 11_0003 Bd,2007
2003 11_0003,2003,2007 11_0003 An,2007
2003 27_0024,2003,2007 27_0024 121,2007
2003 10_0009,2003,2007 10_0009 Ac,2007
2003 21_0006,2003,2007 21_0006 15_L_2,2007
2003 27_0001,2003,2007 27_0001 14,2007
2003 17_0004 D,2003,2011 17_0004 D,2011
2003 02_0017,2003,2007 04_0015 Ha_3,2007
2003 02_0017,2003,2007 04_0015 Ha_1,2007
2003 02_0017,2003,2007 04_0015 Hc_2,2007
2003 25_0020,2003,2007 25_0020 112,2007
2003 06_0004,2003,2007 06_0004 Ba,2007
2003 06_0004,2003,2007 06_0004 Bb,2007
2003 10_0005,2003,2007 10_0005 Ac,2007
2003 17_0004 E,2003,2011 17_0004 E,2011
2003 17_0027 L,2003,2011 17_0027 L,2011
2003 17_0009 G,2003,2011 17_0009 G,2011
2003 26_0009,2003,2007 26_0009 110_2,2007
2003 26_0009,2003,2007 26_0009 110_1,2007
2003 25_0022,2003,2007 25_0022 120,2007
2003 27_0011,2003,2007 27_0099 E2,2007
2003 25_0048,2003,2007 25_0048 110_2,2007
2003 25_0048,2003,2007 25_0048 110_1,2007
2003 22_0003,2003,2007 21_0032 1,2007
2003 22_0003,2003,2007 21_0032 1B,2007
2003 22_0008,2003,2007 21_0028 1B,2007
2003 22_0008,2003,2007 21_0028 1,2007
2003 17_0009 F,2003,2011 17_0009 F,2011
2003 25_0005,2003,2007 25_0005 109,2007
2003 25_0049,2003,2007 25_0049 110,2007
2003 27_0022,2003,2007 27_0022 121,2007
2003 27_0027,2003,2007 27_0027 121,2007
2003 11_0006,2003,2007 11_0006 An,2007
2003 11_0006,2003,2007 11_0006 Bd,2007
2003 22_0007,2003,2007 21_0030 1B,2007
2003 22_0007,2003,2007 21_0030 1,2007
2003 02_0019,2003,2007 02_0019 Ha,2007
2003 21_0014,2003,2007 21_0014 16_2,2007
2003 21_0014,2003,2007 21_0014 16L,2007
2003 21_0014,2003,2007 21_0014 16_1,2007
2003 21_0014,2003,2007 21_0014 16B,2007
2003 27_0009,2003,2007 26_0036 E2_2,2007
2003 27_0009,2003,2007 26_0036 E2_1,2007
2003 22_0016,2003,2007 21_0036 1,2007
2003 22_0016,2003,2007 21_0036 1B,2007
2003 22_0016,2003,2007 21_0037 1B,2007
2003 22_0016,2003,2007 21_0037 1,2007
2003 10_0007,2003,2007 10_0007 Af,2007
2020_MCA_26_005_243_01_2021,2021,2020_710_26_0005_243,2022
2003 23_0018/19,2003,2007 23_0019 48,2007
2003 02_0014,2003,2007 02_0014 Bb,2007
2003 25_0023,2003,2007 25_0023_1 100X,2007
2003 25_0023,2003,2007 25_0023_3 100X,2007
2003 27_0045,2003,2007 27_0093 E2,2007
2003 27_0034,2003,2007 27_0108 E2_1,2007
2003 27_0052,2003,2007 27_0082 E2,2007
2003 25_0016,2003,2007 25_0016 36,2007
2003 27_0051,2003,2007 27_0051 E2,2007
2003 23_0025,2003,2007 23_0025 97,2007
2003 27_0039,2003,2007 27_0080 E2,2007
2003 02_0001,2003,2007 02_0001 Aa_1,2007
2003 25_0027,2003,2007 25_0027 100X,2007
2003 06_0002,2003,2007 06_0002 Dc,2007
2003 25_0046,2003,2007 25_0046 94A,2007
2003 25_0046,2003,2007 25_0046 94,2007
2003 24_0005,2003,2007 24_0005_2 130,2007
2003 24_0005,2003,2007 24_0005_1 130,2007
2003 23_0015,2003,2007 23_0015 96,2007
2003 23_0007,2003,2007 23_0007_2 101X,2007
2003 23_0007,2003,2007 23_0007_1 101X,2007
2003 27_0035,2003,2007 27_0035 E2_1,2007
2003 11_0001,2003,2007 11_0001 An,2007
2003 27_0044,2003,2007 27_0094 E2,2007
2003 11_0014,2003,2007 11_0014 Aa,2007
2003 27_0040,2003,2007 27_0079 E2,2007
2003 25_0045,2003,2007 25_0072 94,2007
2003 25_0045,2003,2007 25_0073 94,2007
2003 25_0003,2003,2007 25_0003 104L,2007
2003 25_0003,2003,2007 25_0003 104,2007
2003 07_0007,2003,2007 07_0007 Ag_2,2007
2003 07_0007,2003,2007 07_0007 Aa_1,2007
2003 07_0007,2003,2007 07_0007 Aa_2,2007
2003 07_0007,2003,2007 07_0007 Ad_1,2007
2003 07_0007,2003,2007 07_0007 Ad_2,2007
2003 07_0007,2003,2007 07_0007 Ag_1,2007
2003 25_0026,2003,2007 25_0026 100X,2007
2003 27_0029,2003,2007 27_0029 121,2007
2003 23_0035,2003,2007 23_0035 49,2007
2003 23_0035,2003,2007 23_0035 5A,2007
2003 23_0035,2003,2007 23_0046 5A,2007
2003 23_0035,2003,2007 23_0047 5A,2007
2003 03_0011,2003,2007 03_0011 Cc,2007
2003 25_0043,2003,2007 25_0043 94_1,2007
2003 27_0036,2003,2007 27_0096 E2,2007
2003 23_0022,2003,2007 23_0022 87,2007
2003 02_0002,2003,2007 02_0002 Aa,2007
2003 27_0030,2003,2007 31_0067 E2_1,2007
2003 27_0030,2003,2007 31_0067 E2_2,2007
2003 27_0050,2003,2007 27_0085 E2,2007
2003 23_0026,2003,2007 23_0026 97,2007
2003 02_0005,2003,2007 02_0005 Ac,2007
2003 27_0028,2003,2007 27_0028 121,2007
2003 27_0038,2003,2007 27_0038 121,2007
2003 24_0006,2003,2007 24_0006 130,2007
2003 27_0037,2003,2007 27_0037 121,2007
2003 27_0037,2003,2007 26_0037 E2,2007
2003 23_0033,2003,2007 23_0033 5A,2007
2003 23_0033,2003,2007 23_0043 5A,2007
2003 23_0033,2003,2007 23_0045 5A,2007
2003 23_0033,2003,2007 23_0044 5A,2007
2003 07_0013,2003,2007 07_0013_2 Ad,2007
2003 07_0013,2003,2007 07_0035 Bl,2007
2003 07_0013,2003,2007 07_0013_1 Ad,2007
2003 07_0013,2003,2007 07_0013_1 Ae,2007
2003 07_0013,2003,2007 07_0013_2 Ae,2007
2003 07_0013,2003,2007 07_0013_2 Aa,2007
2003 07_0013,2003,2007 07_0013_1 Aa,2007
2003 27_0032,2003,2007 27_0103 E2_1,2007
2003 27_0049,2003,2007 27_0087 E2,2007
2003 25_0014,2003,2007 25_0014 36_2,2007
2003 25_0014,2003,2007 25_0014 36_1,2007
2003 25_0014,2003,2007 25_0014 36_3,2007
2003 24_0007,2003,2007 24_0007 130,2007
2003 27_0031,2003,2007 31_0068 E2_1,2007
2003 11_0007,2003,2007 11_0007 An,2007
2003 02_0010,2003,2007 04_0009 Ba_1,2007
2003 02_0010,2003,2007 04_0009 Ba_2,2007
2003 27_0014 98X,2003,2007 27_0014 98X,2007
2003 22_0006,2003,2007 21_0039 1,2007
2003 22_0006,2003,2007 21_0039 1B,2007
2003 03_0006 Cb Tap,2003,2007 03_0006 Cb_6,2007
2003 01_0015 Bk,2003,2007 01_0015 Bk,2007
2003 23_0034 5A,2003,2007 23_0034 5A_1,2007
